upazila,year,month,date,rainfall_mm,NDVI_monthly,EVI_monthly,MODIS_source_status,MODIS_valid_composites,MODIS_total_composites,MODIS_total_valid_pixels,MODIS_empirical_max_pixels_per_composite,MODIS_coverage_proxy
Mahadebpur,2018,9,2018-09,206.0551461659604,0.7665401233970648,0.5229864522426567,observed,2,2,11651,6556,0.888575350823673
Mahadebpur,2018,10,2018-10,64.03014434057663,0.7481797627778375,0.4722784657435251,observed,1,1,6556,6556,1.0
Mahadebpur,2018,11,2018-11,5.7450305916540465,0.5475639494900938,0.32938478481535327,observed,2,2,13105,6556,0.9994661378889567
Mahadebpur,2018,12,2018-12,8.307732585592793,0.3867116631929887,0.22314667832525006,observed,2,2,13040,6556,0.9945088468578401
Mahadebpur,2019,1,2019-01,3.8883192142131335,0.3601245438573923,0.20066873492352125,observed,2,2,8900,6556,0.6787675411836486
Mahadebpur,2019,2,2019-02,20.99518985443752,0.42442701641711866,0.21602221634764399,observed,2,2,12737,6556,0.9714002440512508
Mahadebpur,2019,3,2019-03,23.746525465087345,0.7567335583703353,0.532020777437301,observed,2,2,13112,6556,1.0
Mahadebpur,2019,4,2019-04,77.81143936991653,0.6663245278644754,0.4562165965814587,observed,2,2,13112,6556,1.0
Mahadebpur,2019,5,2019-05,160.2759447528899,0.45359508820031086,0.27810261397521735,observed,2,2,12954,6556,0.9879499694935937
Mahadebpur,2019,6,2019-06,398.1442430336821,0.45902477884514825,0.24459909816741654,observed,1,2,3002,6556,0.22895057962172055
Mahadebpur,2019,7,2019-07,562.3151035956598,0.5094634952190101,0.3197169653262801,observed,2,2,1751,6556,0.13354179377669312
Mahadebpur,2019,8,2019-08,230.00323727650957,0.6802084204991116,0.43610708325521375,observed,2,2,4351,6556,0.3318334350213545
Mahadebpur,2019,9,2019-09,480.3720054583239,0.798223739936078,0.5485562795026088,observed,2,2,8847,6556,0.674725442342892
Mahadebpur,2019,10,2019-10,110.89093171015344,0.7759381304947439,0.5330552938288198,observed,1,1,6302,6556,0.9612568639414277
Mahadebpur,2019,11,2019-11,22.245267462196953,0.5797573275974975,0.3577303495022164,observed,2,2,13108,6556,0.9996949359365467
Mahadebpur,2019,12,2019-12,1.7412713857399296,0.3635255115293321,0.2020995531847575,observed,2,2,13110,6556,0.9998474679682733
Mahadebpur,2020,1,2020-01,32.222844399198394,0.41468522426400867,0.23494781067071988,observed,2,2,7567,6556,0.5771049420378279
Mahadebpur,2020,2,2020-02,21.157518600049055,0.397607315000876,0.19871838937560485,observed,2,2,12267,6556,0.935555216595485
Mahadebpur,2020,3,2020-03,28.157637716751683,0.7426532297626189,0.4832993734338207,observed,2,2,13112,6556,1.0
Mahadebpur,2020,4,2020-04,101.712931201816,0.6916861943229855,0.4872430008525077,observed,2,2,11449,6556,0.8731696156192801
Mahadebpur,2020,5,2020-05,240.94638096455478,0.5194995514670638,0.3305751399111293,observed,2,2,10290,6556,0.7847773032336791
Mahadebpur,2020,6,2020-06,391.68465826477626,0.5531957201674405,0.31767660466066605,interpolated,0,2,0,6556,0.0
Mahadebpur,2020,7,2020-07,516.2231984103369,0.5868918888678172,0.3047780694102028,observed,1,2,229,6556,0.01746491763270287
Mahadebpur,2020,8,2020-08,135.51282712325835,0.6551240222065255,0.3812043180379384,observed,2,2,2121,6556,0.1617602196461257
Mahadebpur,2020,9,2020-09,564.0640347029604,0.7548497843943685,0.45261491828491546,observed,2,2,12845,6556,0.9796369737644905
Mahadebpur,2020,10,2020-10,181.91349993800225,0.6564092520669904,0.41197532822677063,observed,2,2,13096,6556,0.9987797437461867
Mahadebpur,2020,11,2020-11,5.245089233274608,0.49133419655243527,0.31346466852816324,observed,1,1,6547,6556,0.99862721171446
Mahadebpur,2020,12,2020-12,1.3027823760382646,0.40332089960029227,0.24051026785563048,observed,2,2,12250,6556,0.9342586943258084
Mahadebpur,2021,1,2021-01,3.505040698529092,0.3854840394218543,0.21636541125879588,observed,2,2,4994,6556,0.3808724832214765
Mahadebpur,2021,2,2021-02,4.679293796434873,0.39283565766263695,0.1971134254349801,observed,2,2,12612,6556,0.9618669920683344
Mahadebpur,2021,3,2021-03,1.296054779244297,0.7465459132648968,0.5209353310302178,observed,2,2,13112,6556,1.0
Mahadebpur,2021,4,2021-04,46.76341762243648,0.6374281855921996,0.4670556904830031,observed,2,2,13112,6556,1.0
Mahadebpur,2021,5,2021-05,209.35842523378963,0.4449098761004583,0.2655601240244177,observed,2,2,6964,6556,0.5311165344722392
Mahadebpur,2021,6,2021-06,366.70885122004523,0.6836714285714286,0.304,observed,1,2,14,6556,0.0010677242220866383
Mahadebpur,2021,7,2021-07,258.1876007042256,0.43774539102155635,0.27731945109758505,observed,1,2,196,6556,0.014948139109212935
Mahadebpur,2021,8,2021-08,369.39062031051594,0.7637823721174833,0.5673064147474748,observed,2,2,4089,6556,0.3118517388651617
Mahadebpur,2021,9,2021-09,139.15720619979732,0.7892227100713252,0.5161997979601928,observed,2,2,12162,6556,0.9275472849298353
Mahadebpur,2021,10,2021-10,231.6734421424758,0.7683280019613884,0.5524388353856442,observed,1,1,6528,6556,0.9957291031116534
Mahadebpur,2021,11,2021-11,9.494236111310617,0.5659628388267638,0.3604404205617797,observed,2,2,13112,6556,1.0
Mahadebpur,2021,12,2021-12,2.633705425585644,0.41194298606827184,0.2645393124040785,observed,2,2,11656,6556,0.8889566809029896
Mahadebpur,2022,1,2022-01,16.59608563196558,0.45248271492107556,0.27137709825922435,observed,2,2,4753,6556,0.36249237339841367
Mahadebpur,2022,2,2022-02,65.58063358747674,0.3978027286178669,0.19226097755350421,observed,2,2,12824,6556,0.9780353874313605
Mahadebpur,2022,3,2022-03,1.1213245145150754,0.7269739706570696,0.4803590170194284,observed,2,2,13112,6556,1.0
Mahadebpur,2022,4,2022-04,57.957863662094304,0.6711795906758544,0.4987311453420015,observed,2,2,13112,6556,1.0
Mahadebpur,2022,5,2022-05,178.18990869025674,0.4514710024624603,0.2810864478691545,observed,2,2,11223,6556,0.8559334960341671
Mahadebpur,2022,6,2022-06,306.5287511471648,0.5699930348422318,0.3575515957709196,observed,1,2,260,6556,0.01982916412446614
Mahadebpur,2022,7,2022-07,198.8072634368713,0.5931187665740038,0.43064898241911265,observed,2,2,792,6556,0.06040268456375839
Mahadebpur,2022,8,2022-08,149.89947842768166,0.6946871446665162,0.4155492719781765,observed,2,2,8177,6556,0.62362721171446
Mahadebpur,2022,9,2022-09,301.02479238280495,0.8037164686978264,0.5957615030311525,observed,2,2,10595,6556,0.8080384380719952
Mahadebpur,2022,10,2022-10,159.36220589842407,0.7850644836356202,0.5485967964861551,observed,1,1,6315,6556,0.9632397803538744
Mahadebpur,2022,11,2022-11,5.2704373008189025,0.6267910628568597,0.3943998248659392,observed,2,2,13112,6556,1.0
Mahadebpur,2022,12,2022-12,1.375475219237716,0.4159613939068892,0.2498798781168351,observed,2,2,10456,6556,0.797437461866992
Mahadebpur,2023,1,2023-01,3.505047983838716,0.42589292121626865,0.2530130178105052,observed,2,2,4835,6556,0.36874618669920683
Mahadebpur,2023,2,2023-02,4.979447184480786,0.39990543616750324,0.20465376855647185,observed,2,2,13112,6556,1.0
Mahadebpur,2023,3,2023-03,112.92656367205974,0.7056269383976579,0.483662581037007,observed,2,2,13112,6556,1.0
Mahadebpur,2023,4,2023-04,31.125644230281168,0.6331327785894897,0.4456927548508495,observed,2,2,13112,6556,1.0
Mahadebpur,2023,5,2023-05,115.66925153093202,0.43749453831250984,0.2641989922448296,observed,2,2,13112,6556,1.0
Mahadebpur,2023,6,2023-06,249.7581318819321,0.4333339392878946,0.25751295939639524,observed,2,2,4731,6556,0.36081452104942036
Mahadebpur,2023,7,2023-07,158.10298804750107,0.7016904269277986,0.437932215560778,observed,1,2,974,6556,0.07428309945088468
Mahadebpur,2023,8,2023-08,297.5011955347683,0.7483166049658262,0.5515830162293253,observed,2,2,2022,6556,0.1542098840756559
Mahadebpur,2023,9,2023-09,274.65015506136524,0.7679628728984265,0.5325528069814326,observed,2,2,7912,6556,0.6034167175106773
Mahadebpur,2023,10,2023-10,158.84805909376226,0.7683973593763529,0.5191005493113695,observed,1,1,6556,6556,1.0
Mahadebpur,2023,11,2023-11,5.464881991100612,0.6448036314623926,0.4614688187325796,observed,2,2,13095,6556,0.9987034777303234
Mahadebpur,2023,12,2023-12,14.641308705190006,0.46135007196331235,0.2797888667891422,observed,2,2,12312,6556,0.938987187309335
Mahadebpur,2024,1,2024-01,3.5368422799933676,0.44878489666018423,0.27329498296937577,observed,2,2,6191,6556,0.47216290420988405
Mahadebpur,2024,2,2024-02,9.341893395351343,0.4180139958852883,0.21758944847803158,observed,2,2,12967,6556,0.988941427699817
Mahadebpur,2024,3,2024-03,66.08483850524229,0.6641200345151492,0.4470290918991089,observed,2,2,13112,6556,1.0
Mahadebpur,2024,4,2024-04,2.2783995619265336,0.6638915382297561,0.5060479490206719,observed,2,2,13112,6556,1.0
Mahadebpur,2024,5,2024-05,54.79197735418344,0.4837046029369121,0.33206051498943967,observed,2,2,11243,6556,0.8574588163514338
Mahadebpur,2024,6,2024-06,247.5914924283879,0.4944,0.29400000000000004,observed,1,2,1,6556,7.62660158633313e-05
Mahadebpur,2024,7,2024-07,258.10306569550596,0.5305323233362073,0.21438236202650943,observed,2,2,160,6556,0.012202562538133009
Mahadebpur,2024,8,2024-08,194.71937422721987,0.7939155281973617,0.5252688590897875,observed,2,2,4326,6556,0.3299267846247712
Mahadebpur,2024,9,2024-09,370.4824374844604,0.7860658136959524,0.5221315974235754,observed,2,2,11422,6556,0.8711104331909701
Mahadebpur,2024,10,2024-10,89.70064876676454,0.763408597866301,0.501653533286207,observed,2,2,13112,6556,1.0
Mahadebpur,2024,11,2024-11,5.60192953828754,0.531463733401802,0.3516395035359819,observed,1,1,6527,6556,0.9955765710799268
Mahadebpur,2024,12,2024-12,1.3017726919104593,0.3941640540672293,0.230632091479044,observed,2,2,12969,6556,0.9890939597315436
Mahadebpur,2025,1,2025-01,3.505042919247984,0.4127082054701561,0.2393175012514713,observed,2,2,4430,6556,0.33785845027455763
Mahadebpur,2025,2,2025-02,13.293368998495996,0.4570919842249199,0.23782826242922175,observed,2,2,12340,6556,0.9411226357535082
Mahadebpur,2025,3,2025-03,2.2338255847537787,0.7522863449442957,0.5293367048771603,observed,2,2,13112,6556,1.0
Mahadebpur,2025,4,2025-04,54.07840665123366,0.6704085518259001,0.5288934748719298,observed,2,2,13042,6556,0.9946613788895668
Mahadebpur,2025,5,2025-05,228.3402987079057,0.4942618836913009,0.291612935318929,observed,2,2,13079,6556,0.99748322147651
Mahadebpur,2025,6,2025-06,173.27285315598562,0.4991182139820339,0.2625184582123928,observed,2,2,8145,6556,0.6211866992068334
Mahadebpur,2025,7,2025-07,258.51338477784793,0.5614594355578859,0.31621152644120887,observed,2,2,56,6556,0.004270896888346553
Mahadebpur,2025,8,2025-08,283.77512112717466,0.7305563227713285,0.4652388497900732,observed,2,2,5036,6556,0.3840756558877364
Mahadebpur,2025,9,2025-09,237.15446662187745,0.8068759169981409,0.5141833126773061,observed,2,2,13112,6556,1.0
Mahadebpur,2025,10,2025-10,244.8615582697579,0.8027483683317154,0.5209451621624537,observed,1,1,6556,6556,1.0
Mahadebpur,2025,11,2025-11,12.322323656350472,0.6081109280656225,0.4081946423459483,observed,2,2,11871,6556,0.9053538743136058
Mahadebpur,2025,12,2025-12,2.1217989221732365,0.4229667775269999,0.23221493418180938,observed,1,2,6556,6556,0.5
Sapahar,2001,1,2001-01,3.668082242333321,0.3044105708697168,0.17891710696543134,observed,2,2,1725,4185,0.2060931899641577
Sapahar,2001,2,2001-02,4.209026261512022,0.3081680938928998,0.18120817010039755,observed,2,2,8200,4185,0.9796893667861409
Sapahar,2001,3,2001-03,9.865621693114642,0.3716271624830186,0.24576265545102186,observed,2,2,8348,4185,0.9973715651135006
Sapahar,2001,4,2001-04,4.8110638606076535,0.36033739353286287,0.23740846669366814,observed,2,2,8370,4185,1.0
Sapahar,2001,5,2001-05,165.7876014184053,0.3736192321489388,0.24470262016651262,observed,2,2,8367,4185,0.9996415770609319
Sapahar,2001,6,2001-06,345.4674599580534,0.41320357311582934,0.3164981064500889,observed,2,2,104,4185,0.012425328554360812
Sapahar,2001,7,2001-07,179.2434833332281,0.32067069010348975,0.19068313484840613,observed,1,2,91,4185,0.010872162485065711
Sapahar,2001,8,2001-08,236.33859080172525,0.4683641113919639,0.2571121676980737,observed,1,2,96,4185,0.011469534050179211
Sapahar,2001,9,2001-09,392.9769389983568,0.5810018188226463,0.34076035744576016,observed,2,2,6598,4185,0.7882915173237753
Sapahar,2001,10,2001-10,302.36289250775764,0.6490560412507195,0.3810878294910189,observed,1,1,3893,4185,0.9302270011947431
Sapahar,2001,11,2001-11,12.53276026632329,0.45783334852153995,0.26256205822678413,observed,2,2,8132,4185,0.9715651135005974
Sapahar,2001,12,2001-12,14.743915748595185,0.3320265681144283,0.18462018561733934,observed,2,2,7580,4185,0.9056152927120669
Sapahar,2002,1,2002-01,7.373725465319955,0.37969466641200234,0.21982780547573882,observed,2,2,5848,4185,0.6986857825567503
Sapahar,2002,2,2002-02,5.334816451722848,0.3817152804725428,0.2326824024221521,observed,2,2,8247,4185,0.9853046594982079
Sapahar,2002,3,2002-03,5.098702424000178,0.4295381726470084,0.2731900345455519,observed,2,2,8040,4185,0.9605734767025089
Sapahar,2002,4,2002-04,126.50213357907866,0.4596154933478305,0.31125295674873593,observed,2,2,8271,4185,0.9881720430107527
Sapahar,2002,5,2002-05,82.38788829313145,0.39047897235414764,0.26027535406718444,observed,2,2,5030,4185,0.6009557945041816
Sapahar,2002,6,2002-06,292.38302355822793,0.24194033804487472,0.15050763731013797,observed,1,2,131,4185,0.015651135005973715
Sapahar,2002,7,2002-07,450.094754481016,0.3138829525303991,0.1960223178388121,observed,2,2,537,4185,0.06415770609318996
Sapahar,2002,8,2002-08,282.3640224732446,0.6283527169724661,0.4335313811008641,observed,1,2,3173,4185,0.3790919952210275
Sapahar,2002,9,2002-09,283.0492619325538,0.6376099515422697,0.3821694721470344,observed,2,2,7668,4185,0.9161290322580645
Sapahar,2002,10,2002-10,63.82830704435626,0.5850094416884585,0.3115520627399297,observed,1,1,4099,4185,0.9794504181600956
Sapahar,2002,11,2002-11,24.95369962219185,0.443446928004023,0.2554854122126663,observed,2,2,8203,4185,0.9800477897252091
Sapahar,2002,12,2002-12,1.3823616497529603,0.3346945790783749,0.19312928887637704,observed,2,2,6641,4185,0.7934289127837515
Sapahar,2003,1,2003-01,8.308906829228736,0.34337738577344673,0.1982517226423816,observed,2,2,4502,4185,0.537873357228196
Sapahar,2003,2,2003-02,32.43339692021066,0.36839637391112806,0.21518159939962367,observed,2,2,8240,4185,0.984468339307049
Sapahar,2003,3,2003-03,74.66224106049408,0.4359793511199339,0.27173375667458394,observed,2,2,8308,4185,0.9925925925925926
Sapahar,2003,4,2003-04,68.99973273325436,0.5137751975150443,0.34613698097796936,observed,2,2,7534,4185,0.9001194743130227
Sapahar,2003,5,2003-05,103.05701946687867,0.3826628269754567,0.25305575377421663,observed,2,2,8156,4185,0.9744324970131422
Sapahar,2003,6,2003-06,322.23163338366703,0.31577057834072786,0.19004302976823728,observed,2,2,551,4185,0.06583034647550777
Sapahar,2003,7,2003-07,344.175840434951,0.38008374299085046,0.20412809595892614,observed,2,2,298,4185,0.035603345280764635
Sapahar,2003,8,2003-08,144.64611663997061,0.6105289152344378,0.41313149673927535,observed,2,2,605,4185,0.07228195937873358
Sapahar,2003,9,2003-09,201.9970803803344,0.6672687105259039,0.416550873016539,observed,2,2,4351,4185,0.5198327359617683
Sapahar,2003,10,2003-10,250.87786233104103,0.6686635439386438,0.42183725260395794,observed,1,1,3928,4185,0.9385902031063321
Sapahar,2003,11,2003-11,5.096920983672947,0.48293970733326735,0.2751730156552589,observed,2,2,8215,4185,0.9814814814814815
Sapahar,2003,12,2003-12,2.735120102109411,0.3189225563376129,0.18133188933369124,observed,2,2,6179,4185,0.738231780167264
Sapahar,2004,1,2004-01,13.763383190838127,0.3573072654613879,0.19693197378193883,observed,2,2,6519,4185,0.7788530465949821
Sapahar,2004,2,2004-02,3.28395893588107,0.37399744940863183,0.2234093191595309,observed,2,2,8269,4185,0.9879330943847073
Sapahar,2004,3,2004-03,25.022164891735624,0.4509836141072076,0.2744099863563468,observed,2,2,8369,4185,0.9998805256869773
Sapahar,2004,4,2004-04,69.65959197764336,0.4376044919003178,0.2938929002124311,observed,2,2,8368,4185,0.9997610513739545
Sapahar,2004,5,2004-05,145.73368759530877,0.3736618865857442,0.24344665084677222,observed,2,2,7208,4185,0.8611708482676225
Sapahar,2004,6,2004-06,437.89542694365736,0.3322044310475433,0.19127969497953995,observed,2,2,6845,4185,0.8178016726403823
Sapahar,2004,7,2004-07,495.1377537045058,0.5073508092246005,0.26870959085156193,observed,1,2,356,4185,0.04253285543608124
Sapahar,2004,8,2004-08,208.40342174226978,0.6175948968710803,0.43037482036453134,observed,2,2,2295,4185,0.27419354838709675
Sapahar,2004,9,2004-09,275.8933626325596,0.6519664514129877,0.40474206345705854,observed,2,2,7293,4185,0.871326164874552
Sapahar,2004,10,2004-10,267.5765387587638,0.6095917682168976,0.3407071825575072,observed,2,2,8069,4185,0.9640382317801672
Sapahar,2004,11,2004-11,5.029633796838015,0.3728041734604834,0.21656953495696551,observed,1,1,4049,4185,0.9675029868578255
Sapahar,2004,12,2004-12,0.7499722563185106,0.32968213814452335,0.1923409172828568,observed,2,2,7496,4185,0.8955794504181601
Sapahar,2005,1,2005-01,23.142670232260887,0.3405347603975138,0.20156228057163603,observed,2,2,3876,4185,0.46308243727598564
Sapahar,2005,2,2005-02,9.385593732404296,0.3530637683158094,0.20977357771193678,observed,2,2,8266,4185,0.9875746714456392
Sapahar,2005,3,2005-03,46.90369333009799,0.4785464140079545,0.31817919471759387,observed,2,2,8369,4185,0.9998805256869773
Sapahar,2005,4,2005-04,43.72971231541203,0.3895060503303129,0.2569933039337673,observed,2,2,8173,4185,0.9764635603345281
Sapahar,2005,5,2005-05,116.65841296299138,0.35013681944715164,0.23388295600645995,observed,2,2,8345,4185,0.9970131421744325
Sapahar,2005,6,2005-06,268.0700051923629,0.34838220473469483,0.25401722640121316,observed,2,2,4092,4185,0.4888888888888889
Sapahar,2005,7,2005-07,398.92672001769773,0.4472110911023379,0.2989171568766766,interpolated,0,2,0,4185,0.0
Sapahar,2005,8,2005-08,381.1092616326076,0.546039977469981,0.34381708735214,observed,2,2,7076,4185,0.845400238948626
Sapahar,2005,9,2005-09,232.58343657369673,0.6411154758492107,0.42824777681649295,observed,2,2,8083,4185,0.9657108721624851
Sapahar,2005,10,2005-10,380.1109520836834,0.6544022504776305,0.3631196987219405,observed,1,1,3956,4185,0.9452807646356034
Sapahar,2005,11,2005-11,5.096921896436786,0.511486803509905,0.2829245109644362,observed,2,2,8202,4185,0.9799283154121864
Sapahar,2005,12,2005-12,0.6675834220991247,0.3300931288718508,0.18819071880843263,observed,2,2,7898,4185,0.9436081242532856
Sapahar,2006,1,2006-01,3.7523309273755636,0.3085145877605103,0.1754105566312854,observed,2,2,4053,4185,0.48422939068100357
Sapahar,2006,2,2006-02,3.3571478290068684,0.33627746190430224,0.18185272445778328,observed,2,2,8246,4185,0.9851851851851852
Sapahar,2006,3,2006-03,12.037763110039709,0.45721812810702833,0.2887106232570195,observed,2,2,8366,4185,0.9995221027479092
Sapahar,2006,4,2006-04,56.79123448451505,0.4342444992727612,0.29305015866571205,observed,2,2,8370,4185,1.0
Sapahar,2006,5,2006-05,211.36095057462654,0.4053746607186033,0.256647695202345,observed,2,2,4197,4185,0.5014336917562724
Sapahar,2006,6,2006-06,255.72628529495566,0.4036100006697267,0.27649544938097126,observed,1,2,3557,4185,0.42497013142174433
Sapahar,2006,7,2006-07,177.7140551050005,0.48706510343791143,0.3177274225145125,observed,2,2,1688,4185,0.2016726403823178
Sapahar,2006,8,2006-08,135.85485533725208,0.5762400225677137,0.38421135495482645,observed,2,2,4363,4185,0.5212664277180407
Sapahar,2006,9,2006-09,343.8316981514223,0.6959102868777742,0.4734948112708385,observed,2,2,8192,4185,0.9787335722819593
Sapahar,2006,10,2006-10,42.317896323997516,0.6469177849500429,0.38016091553332965,observed,1,1,4153,4185,0.9923536439665472
Sapahar,2006,11,2006-11,36.066703829780984,0.4574152370338168,0.2695620579032057,observed,2,2,7981,4185,0.9535244922341697
Sapahar,2006,12,2006-12,1.261505684193351,0.33818120535486385,0.19871494928622652,observed,2,2,6816,4185,0.814336917562724
Sapahar,2007,1,2007-01,3.8295518067770726,0.316514399071003,0.17988678630100152,observed,2,2,4727,4185,0.5647550776583035
Sapahar,2007,2,2007-02,36.44160465273297,0.37186409018988514,0.21621110450708528,observed,2,2,8000,4185,0.955794504181601
Sapahar,2007,3,2007-03,14.216377051998617,0.4988336524750176,0.3247413284861019,observed,2,2,8340,4185,0.996415770609319
Sapahar,2007,4,2007-04,21.105588088947375,0.45679400945908966,0.3084649946329992,observed,2,2,8370,4185,1.0
Sapahar,2007,5,2007-05,99.55297282409707,0.4041722728780652,0.2693575461538345,observed,2,2,8361,4185,0.9989247311827957
Sapahar,2007,6,2007-06,424.30914688752404,0.3147842028810763,0.18374492738891793,observed,2,2,2528,4185,0.3020310633213859
Sapahar,2007,7,2007-07,511.0738578801523,0.21206083466619302,0.12153981991588189,observed,1,2,162,4185,0.01935483870967742
Sapahar,2007,8,2007-08,180.07396252750274,0.5730751115570166,0.2599503528245997,observed,2,2,1339,4185,0.15997610513739546
Sapahar,2007,9,2007-09,349.5523187234543,0.6802147806132733,0.4558668914103412,observed,2,2,7516,4185,0.8979689366786141
Sapahar,2007,10,2007-10,116.27208609822837,0.6733374188511752,0.42762213847588637,observed,1,1,4152,4185,0.9921146953405018
Sapahar,2007,11,2007-11,10.25789474364482,0.4845818115883387,0.28693866316717764,observed,2,2,8234,4185,0.9837514934289128
Sapahar,2007,12,2007-12,5.2559772153808,0.3240502859385898,0.18884990015133027,observed,2,2,5235,4185,0.6254480286738351
Sapahar,2008,1,2008-01,55.07635623494854,0.3042313404891133,0.1737069369661427,observed,2,2,3338,4185,0.398805256869773
Sapahar,2008,2,2008-02,3.513542261553169,0.32052816918629307,0.18214127269824978,observed,2,2,7869,4185,0.9401433691756272
Sapahar,2008,3,2008-03,2.9146810465628574,0.5082499537767721,0.3340590302188478,observed,2,2,8357,4185,0.9984468339307049
Sapahar,2008,4,2008-04,23.832640193475918,0.4612564664881655,0.30384780551504276,observed,2,2,8370,4185,1.0
Sapahar,2008,5,2008-05,165.0346893282403,0.3828189776707713,0.25674854235502576,observed,2,2,6840,4185,0.8172043010752689
Sapahar,2008,6,2008-06,336.0261150694835,0.27653301169140554,0.15135263305701654,observed,2,2,664,4185,0.07933094384707289
Sapahar,2008,7,2008-07,364.5520137867337,0.46308306503177177,0.2773821695836891,interpolated,0,2,0,4185,0.0
Sapahar,2008,8,2008-08,339.86054992247733,0.649633118372138,0.4034117061103616,observed,2,2,2381,4185,0.284468339307049
Sapahar,2008,9,2008-09,156.5268127156331,0.6766280853991031,0.45473283741509024,observed,2,2,6518,4185,0.7787335722819594
Sapahar,2008,10,2008-10,92.51206511735275,0.5771938155896744,0.3525762782676244,observed,2,2,8205,4185,0.9802867383512545
Sapahar,2008,11,2008-11,11.002987952151752,0.36990948142076147,0.224292091504412,observed,1,1,4062,4185,0.9706093189964158
Sapahar,2008,12,2008-12,0.738323408130496,0.32008098924507977,0.1841779021736459,observed,2,2,7563,4185,0.903584229390681
Sapahar,2009,1,2009-01,4.484611036319493,0.3289446857362063,0.18519907810860517,observed,2,2,3493,4185,0.4173237753882915
Sapahar,2009,2,2009-02,4.3233952932745305,0.312743904994979,0.17683012483319457,observed,2,2,8123,4185,0.970489844683393
Sapahar,2009,3,2009-03,9.57408168695907,0.42458930939265105,0.2738471910532689,observed,2,2,8370,4185,1.0
Sapahar,2009,4,2009-04,9.71556952493215,0.4617880634104205,0.3105393139815362,observed,2,2,8370,4185,1.0
Sapahar,2009,5,2009-05,170.49977105909446,0.3871728861354378,0.2455857403196204,observed,2,2,8349,4185,0.9974910394265233
Sapahar,2009,6,2009-06,161.29849429982355,0.3873024368016609,0.2877673459647156,observed,2,2,1155,4185,0.13799283154121864
Sapahar,2009,7,2009-07,247.84949335183015,0.3941509077454292,0.22962702446574723,observed,2,2,250,4185,0.02986857825567503
Sapahar,2009,8,2009-08,404.39662596567314,0.548383286777009,0.3218205938585554,observed,2,2,2341,4185,0.279689366786141
Sapahar,2009,9,2009-09,153.35306908384206,0.6797424621935142,0.44246137734956353,observed,2,2,7312,4185,0.8735961768219833
Sapahar,2009,10,2009-10,150.00356027585596,0.6711745811843488,0.40471089987312675,observed,1,1,4096,4185,0.9787335722819593
Sapahar,2009,11,2009-11,4.912057716328996,0.5234691826986665,0.32021518300240953,observed,2,2,8059,4185,0.9628434886499403
Sapahar,2009,12,2009-12,0.6716107257894328,0.317904542441821,0.17936796108925868,observed,2,2,6719,4185,0.8027479091995221
Sapahar,2010,1,2010-01,3.6842965427083847,0.3328111922337027,0.19918143478523062,observed,2,2,2181,4185,0.26057347670250897
Sapahar,2010,2,2010-02,8.419710953278496,0.3103921515156947,0.18449962957055002,observed,2,2,7994,4185,0.9550776583034648
Sapahar,2010,3,2010-03,6.018469902000196,0.4202202744972983,0.27536008837026005,observed,2,2,8345,4185,0.9970131421744325
Sapahar,2010,4,2010-04,34.795405312943736,0.44856554722893155,0.3057162498107738,observed,2,2,8031,4185,0.9594982078853047
Sapahar,2010,5,2010-05,115.25712744102442,0.3616486904892765,0.25370009153411005,observed,2,2,8325,4185,0.9946236559139785
Sapahar,2010,6,2010-06,362.73941517304263,0.3113997912457979,0.19846173033923786,observed,2,2,818,4185,0.0977299880525687
Sapahar,2010,7,2010-07,222.78865516362322,0.4742137701014261,0.3247579935322651,observed,1,2,1425,4185,0.17025089605734767
Sapahar,2010,8,2010-08,241.4418761745175,0.646032269863733,0.3765210403779874,observed,1,2,722,4185,0.08626045400238949
Sapahar,2010,9,2010-09,189.15715837082698,0.6836241630292653,0.4346343501613287,observed,2,2,5547,4185,0.6627240143369175
Sapahar,2010,10,2010-10,80.7289220625451,0.6992274217509705,0.39084050198471204,observed,1,1,4100,4185,0.9796893667861409
Sapahar,2010,11,2010-11,6.342152914466232,0.5045747272318942,0.29893262028794515,observed,2,2,7657,4185,0.9148148148148149
Sapahar,2010,12,2010-12,4.093560091084408,0.34024697485971084,0.18787342190507514,observed,2,2,5157,4185,0.6161290322580645
Sapahar,2011,1,2011-01,4.284382276899136,0.38445043857475003,0.22406532535730989,observed,2,2,4880,4185,0.5830346475507766
Sapahar,2011,2,2011-02,8.904966854003774,0.4227152928735314,0.25481228896064356,observed,2,2,7958,4185,0.9507765830346475
Sapahar,2011,3,2011-03,2.115701422864434,0.5084907469418151,0.33059146189502236,observed,2,2,8362,4185,0.9990442054958184
Sapahar,2011,4,2011-04,69.90346922110129,0.4987097136006262,0.330725850681573,observed,2,2,8368,4185,0.9997610513739545
Sapahar,2011,5,2011-05,157.94379251456982,0.43163447718986847,0.2827221438517484,observed,2,2,7468,4185,0.8922341696535245
Sapahar,2011,6,2011-06,341.72379983092117,0.3733319044602783,0.2345342503304577,observed,2,2,938,4185,0.11206690561529271
Sapahar,2011,7,2011-07,180.09671103884756,0.026659999999999996,0.023020000000000002,observed,1,2,5,4185,0.0005973715651135006
Sapahar,2011,8,2011-08,413.1458353966314,0.6740965242933299,0.42950049206698077,observed,2,2,4343,4185,0.5188769414575867
Sapahar,2011,9,2011-09,355.61264317853227,0.6758403089370727,0.4009155351355156,observed,2,2,6643,4185,0.793667861409797
